origin,destination,year,inflows
Latvia,Slovak Republic,2010,44
Latvia,Slovak Republic,2011,19
Latvia,Slovak Republic,2012,16
Latvia,Slovak Republic,2013,9
Latvia,Slovak Republic,2014,7
Latvia,Slovak Republic,2015,17
Latvia,Slovak Republic,2016,19
Latvia,Spain,2000,79
Latvia,Spain,2001,205
Latvia,Spain,2002,207
Latvia,Spain,2003,195
Latvia,Spain,2004,287
Latvia,Spain,2005,333
Latvia,Spain,2006,416
Latvia,Spain,2007,483
Latvia,Spain,2008,354
Latvia,Spain,2009,623
Latvia,Spain,2010,493
Latvia,Spain,2011,556
Latvia,Spain,2012,524
Latvia,Spain,2013,454
Latvia,Spain,2014,383
Latvia,Spain,2015,399
Latvia,Spain,2016,412
Latvia,Sweden,2000,150
Latvia,Sweden,2001,157
Latvia,Sweden,2002,161
Latvia,Sweden,2003,152
Latvia,Sweden,2004,206
Latvia,Sweden,2005,232
Latvia,Sweden,2006,359
Latvia,Sweden,2007,333
Latvia,Sweden,2008,404
Latvia,Sweden,2009,928
Latvia,Sweden,2010,767
Latvia,Sweden,2011,795
Latvia,Sweden,2012,698
Latvia,Sweden,2013,599
Latvia,Sweden,2014,688
Latvia,Sweden,2015,735
Latvia,Sweden,2016,858
Latvia,Switzerland,2000,120
Latvia,Switzerland,2001,134
Latvia,Switzerland,2002,147
Latvia,Switzerland,2003,113
Latvia,Switzerland,2004,120
Latvia,Switzerland,2005,110
Latvia,Switzerland,2006,133
Latvia,Switzerland,2007,199
Latvia,Switzerland,2008,174
Latvia,Switzerland,2009,217
Latvia,Switzerland,2010,224
Latvia,Switzerland,2011,322
Latvia,Switzerland,2012,319
Latvia,Switzerland,2013,266
Latvia,Switzerland,2014,301
Latvia,Switzerland,2015,267
Latvia,Switzerland,2016,289
Latvia,United Kingdom,2000,0
Latvia,United Kingdom,2001,37
Latvia,United Kingdom,2010,8000
Latvia,United Kingdom,2011,6000
Latvia,United Kingdom,2012,4000
Latvia,United Kingdom,2013,5000
Latvia,United Kingdom,2014,6000
Latvia,United Kingdom,2015,2000
Latvia,Estonia,2004,28
Latvia,Estonia,2005,62
Latvia,Estonia,2006,64
Latvia,Estonia,2007,99
Latvia,Estonia,2008,78
Latvia,Estonia,2009,101
Latvia,Estonia,2010,54
Latvia,Estonia,2011,14
Latvia,Estonia,2012,13
Latvia,Estonia,2013,33
Latvia,Estonia,2014,52
Latvia,Estonia,2015,326
Latvia,Estonia,2016,429
Latvia,Slovenia,2007,6
Latvia,Slovenia,2008,10
Latvia,Slovenia,2009,19
Latvia,Slovenia,2011,21
Latvia,Slovenia,2012,26
Latvia,Slovenia,2013,32
Latvia,Slovenia,2014,25
Latvia,Slovenia,2015,35
Latvia,Slovenia,2016,25
Lithuania,Austria,2000,84
Lithuania,Austria,2001,101
Lithuania,Austria,2002,106
Lithuania,Austria,2003,134
Lithuania,Austria,2004,187
Lithuania,Austria,2005,240
Lithuania,Austria,2006,220
Lithuania,Austria,2007,186
Lithuania,Austria,2008,188
Lithuania,Austria,2009,224
Lithuania,Austria,2010,276
Lithuania,Austria,2011,313
Lithuania,Austria,2012,292
Lithuania,Austria,2013,260
Lithuania,Austria,2014,252
Lithuania,Austria,2015,258
Lithuania,Austria,2016,247
Lithuania,Belgium,2008,326
Lithuania,Belgium,2009,312
Lithuania,Belgium,2010,416
Lithuania,Belgium,2011,408
Lithuania,Belgium,2012,443
Lithuania,Belgium,2013,362
Lithuania,Belgium,2014,252
Lithuania,Belgium,2015,249
Lithuania,Belgium,2016,230
Lithuania,Czech Republic,2003,27
Lithuania,Czech Republic,2004,56
Lithuania,Czech Republic,2005,52
Lithuania,Czech Republic,2006,33
Lithuania,Czech Republic,2007,91
Lithuania,Czech Republic,2008,50
Lithuania,Czech Republic,2009,50
Lithuania,Czech Republic,2010,38
Lithuania,Czech Republic,2011,30
Lithuania,Czech Republic,2012,56
Lithuania,Czech Republic,2013,48
Lithuania,Czech Republic,2014,47
Lithuania,Czech Republic,2015,36
Lithuania,Czech Republic,2016,39
Lithuania,Denmark,2000,416
Lithuania,Denmark,2001,416
Lithuania,Denmark,2002,407
Lithuania,Denmark,2003,301
Lithuania,Denmark,2004,540
Lithuania,Denmark,2005,580
Lithuania,Denmark,2006,772
Lithuania,Denmark,2007,733
Lithuania,Denmark,2008,1086
Lithuania,Denmark,2009,1265
Lithuania,Denmark,2010,1486
Lithuania,Denmark,2011,1576
Lithuania,Denmark,2012,1509
Lithuania,Denmark,2013,1448
Lithuania,Denmark,2014,1471
Lithuania,Denmark,2015,1505
Lithuania,Denmark,2016,1505
Lithuania,Finland,2000,20
Lithuania,Finland,2001,39
Lithuania,Finland,2002,62
Lithuania,Finland,2003,33
Lithuania,Finland,2004,77
Lithuania,Finland,2005,73
Lithuania,Finland,2006,85
Lithuania,Finland,2007,81
Lithuania,Finland,2008,94
Lithuania,Finland,2009,66
Lithuania,Finland,2010,143
Lithuania,Finland,2011,121
Lithuania,Finland,2012,175
Lithuania,Finland,2013,164
Lithuania,Finland,2014,154
Lithuania,Finland,2015,160
Lithuania,Finland,2016,131
Lithuania,France,2000,63
Lithuania,France,2001,57
Lithuania,France,2002,63
Lithuania,France,2003,67
Lithuania,France,2004,102
Lithuania,France,2005,84
Lithuania,France,2006,0
Lithuania,France,2007,0
Lithuania,France,2008,0
Lithuania,France,2009,0
Lithuania,France,2010,0
Lithuania,France,2011,0
Lithuania,France,2012,0
Lithuania,France,2013,263
Lithuania,France,2014,305
Lithuania,France,2015,214
Lithuania,France,2016,210
Lithuania,Germany,2000,0
Lithuania,Germany,2001,0
Lithuania,Germany,2002,3882
Lithuania,Germany,2003,3235
Lithuania,Germany,2004,4783
Lithuania,Germany,2005,5399
Lithuania,Germany,2006,4806
Lithuania,Germany,2007,3901
Lithuania,Germany,2008,3453
Lithuania,Germany,2009,4647
Lithuania,Germany,2010,6134
Lithuania,Germany,2011,10075
Lithuania,Germany,2012,10226
Lithuania,Germany,2013,9271
Lithuania,Germany,2014,8584
Lithuania,Germany,2015,9798
Lithuania,Germany,2016,9598
Lithuania,Hungary,2001,0
Lithuania,Hungary,2002,0
Lithuania,Hungary,2003,0
Lithuania,Hungary,2004,0
Lithuania,Hungary,2005,14
Lithuania,Hungary,2006,8
Lithuania,Hungary,2007,3
Lithuania,Hungary,2008,15
Lithuania,Hungary,2009,15
Lithuania,Hungary,2010,27
Lithuania,Hungary,2011,25
Lithuania,Hungary,2012,24
Lithuania,Hungary,2013,33
Lithuania,Hungary,2014,34
Lithuania,Hungary,2015,29
Lithuania,Hungary,2016,42
Lithuania,Iceland,2000,101
Lithuania,Iceland,2001,169
Lithuania,Iceland,2002,91
Lithuania,Iceland,2003,42
Lithuania,Iceland,2004,64
Lithuania,Iceland,2005,206
Lithuania,Iceland,2006,405
Lithuania,Iceland,2007,576
Lithuania,Iceland,2008,427
Lithuania,Iceland,2009,236
Lithuania,Iceland,2010,252
Lithuania,Iceland,2011,173
Lithuania,Iceland,2012,143
Lithuania,Iceland,2013,166
Lithuania,Iceland,2014,177
Lithuania,Iceland,2015,273
Lithuania,Iceland,2016,674
Lithuania,Italy,2000,105
Lithuania,Italy,2002,124
Lithuania,Italy,2003,414
Lithuania,Italy,2004,434
Lithuania,Italy,2005,520
Lithuania,Italy,2006,550
Lithuania,Italy,2007,953
Lithuania,Italy,2008,720
Lithuania,Italy,2009,611
Lithuania,Italy,2010,529
Lithuania,Italy,2011,492
Lithuania,Italy,2012,438
Lithuania,Italy,2013,368
Lithuania,Italy,2014,284
Lithuania,Italy,2015,247
Lithuania,Italy,2016,247
Lithuania,Luxembourg,2000,8
Lithuania,Luxembourg,2001,7
Lithuania,Luxembourg,2002,10
Lithuania,Luxembourg,2003,31
Lithuania,Luxembourg,2004,59
Lithuania,Luxembourg,2005,117
Lithuania,Luxembourg,2006,61
Lithuania,Luxembourg,2007,85
Lithuania,Luxembourg,2008,89
Lithuania,Luxembourg,2009,66
Lithuania,Luxembourg,2010,61
Lithuania,Luxembourg,2011,81
Lithuania,Luxembourg,2012,61
Lithuania,Luxembourg,2013,69
Lithuania,Luxembourg,2014,98
Lithuania,Luxembourg,2015,139
Lithuania,Luxembourg,2016,109
Lithuania,Netherlands,2000,83
Lithuania,Netherlands,2001,136
Lithuania,Netherlands,2002,155
Lithuania,Netherlands,2003,161
Lithuania,Netherlands,2004,458
Lithuania,Netherlands,2005,378
Lithuania,Netherlands,2006,288
Lithuania,Netherlands,2007,355
Lithuania,Netherlands,2008,491
Lithuania,Netherlands,2009,640
Lithuania,Netherlands,2010,1087
Lithuania,Netherlands,2011,1316
Lithuania,Netherlands,2012,1196
Lithuania,Netherlands,2013,1254
Lithuania,Netherlands,2014,1109
Lithuania,Netherlands,2015,1124
Lithuania,Netherlands,2016,1225
Lithuania,Norway,2000,129
Lithuania,Norway,2001,207
Lithuania,Norway,2002,284
Lithuania,Norway,2003,264
Lithuania,Norway,2004,526
Lithuania,Norway,2005,784
Lithuania,Norway,2006,1332
Lithuania,Norway,2007,2350
Lithuania,Norway,2008,2851
Lithuania,Norway,2009,3196
Lithuania,Norway,2010,6552
Lithuania,Norway,2011,7743
Lithuania,Norway,2012,6600
Lithuania,Norway,2013,5573
Lithuania,Norway,2014,4444
Lithuania,Norway,2015,3309
Lithuania,Norway,2016,2522
Lithuania,Poland,2000,164
Lithuania,Poland,2001,247
Lithuania,Poland,2002,354
Lithuania,Poland,2003,316
Lithuania,Poland,2004,391
Lithuania,Poland,2005,307
Lithuania,Poland,2006,147
Lithuania,Poland,2007,245
Lithuania,Poland,2008,162
Lithuania,Poland,2009,191
Lithuania,Poland,2010,212
Lithuania,Poland,2011,188
Lithuania,Poland,2012,213
Lithuania,Poland,2013,243
Lithuania,Poland,2014,242
Lithuania,Poland,2015,249
Lithuania,Poland,2016,259
Lithuania,Slovak Republic,2003,3
Lithuania,Slovak Republic,2004,8
Lithuania,Slovak Republic,2005,5
Lithuania,Slovak Republic,2006,7
Lithuania,Slovak Republic,2007,25
Lithuania,Slovak Republic,2008,23
Lithuania,Slovak Republic,2009,19
Lithuania,Slovak Republic,2010,19
Lithuania,Slovak Republic,2011,21
Lithuania,Slovak Republic,2012,11
Lithuania,Slovak Republic,2013,9
Lithuania,Slovak Republic,2014,10
Lithuania,Slovak Republic,2015,19
Lithuania,Slovak Republic,2016,11
Lithuania,Spain,2000,1434
Lithuania,Spain,2001,2304
Lithuania,Spain,2002,1991
Lithuania,Spain,2003,1389
Lithuania,Spain,2004,3042
Lithuania,Spain,2005,2889
Lithuania,Spain,2006,2867
Lithuania,Spain,2007,2769
Lithuania,Spain,2008,1111
Lithuania,Spain,2009,1156
Lithuania,Spain,2010,1307
Lithuania,Spain,2011,1085
Lithuania,Spain,2012,864
Lithuania,Spain,2013,793
Lithuania,Spain,2014,724
Lithuania,Spain,2015,828
Lithuania,Spain,2016,1020
Lithuania,Sweden,2000,146
Lithuania,Sweden,2001,213
Lithuania,Sweden,2002,259
Lithuania,Sweden,2003,230
Lithuania,Sweden,2004,438
Lithuania,Sweden,2005,695
Lithuania,Sweden,2006,895
Lithuania,Sweden,2007,918
Lithuania,Sweden,2008,915
Lithuania,Sweden,2009,1214
Lithuania,Sweden,2010,1370
Lithuania,Sweden,2011,1349
Lithuania,Sweden,2012,1356
Lithuania,Sweden,2013,1155
Lithuania,Sweden,2014,1251
Lithuania,Sweden,2015,1243
Lithuania,Sweden,2016,1390
Lithuania,Switzerland,2000,74
Lithuania,Switzerland,2001,111
Lithuania,Switzerland,2002,86
Lithuania,Switzerland,2003,87
Lithuania,Switzerland,2004,89
Lithuania,Switzerland,2005,72
Lithuania,Switzerland,2006,106
Lithuania,Switzerland,2007,120
Lithuania,Switzerland,2008,137
Lithuania,Switzerland,2009,152
Lithuania,Switzerland,2010,188
Lithuania,Switzerland,2011,296
Lithuania,Switzerland,2012,258
Lithuania,Switzerland,2013,236
Lithuania,Switzerland,2014,335
Lithuania,Switzerland,2015,309
Lithuania,Switzerland,2016,352
Lithuania,United Kingdom,2000,73
Lithuania,United Kingdom,2001,168
Lithuania,United Kingdom,2010,13000
Lithuania,United Kingdom,2011,17000
Lithuania,United Kingdom,2012,9000
Lithuania,United Kingdom,2013,11000
Lithuania,United Kingdom,2014,14000
Lithuania,United Kingdom,2015,7000
Lithuania,Estonia,2004,24
Lithuania,Estonia,2005,24
Lithuania,Estonia,2006,50
Lithuania,Estonia,2007,56
Lithuania,Estonia,2008,70
Lithuania,Estonia,2009,53
Lithuania,Estonia,2010,17
Lithuania,Estonia,2011,0
Lithuania,Estonia,2012,3
Lithuania,Estonia,2013,8
Lithuania,Estonia,2014,17
Lithuania,Estonia,2015,129
Lithuania,Estonia,2016,165
Lithuania,Slovenia,2007,15
Lithuania,Slovenia,2008,1
Lithuania,Slovenia,2009,45
Lithuania,Slovenia,2011,52
Lithuania,Slovenia,2012,65
Lithuania,Slovenia,2013,66
Lithuania,Slovenia,2014,55
Lithuania,Slovenia,2015,54
Lithuania,Slovenia,2016,57
Luxembourg,Austria,2000,25
Luxembourg,Austria,2001,73
Luxembourg,Austria,2002,50
Luxembourg,Austria,2003,44
Luxembourg,Austria,2004,49
Luxembourg,Austria,2005,48
Luxembourg,Austria,2006,71
Luxembourg,Austria,2007,60
Luxembourg,Austria,2008,73
Luxembourg,Austria,2009,67
Luxembourg,Austria,2010,80
Luxembourg,Austria,2011,68
Luxembourg,Austria,2012,96
Luxembourg,Austria,2013,120
Luxembourg,Austria,2014,127
Luxembourg,Austria,2015,146
Luxembourg,Austria,2016,156
Luxembourg,Belgium,2008,319
Luxembourg,Belgium,2009,242
Luxembourg,Belgium,2010,253
Luxembourg,Belgium,2011,243
Luxembourg,Belgium,2012,250
Luxembourg,Belgium,2013,252
Luxembourg,Belgium,2014,240
Luxembourg,Belgium,2015,219
Luxembourg,Belgium,2016,229
Luxembourg,Czech Republic,2003,3
Luxembourg,Czech Republic,2004,2
Luxembourg,Czech Republic,2005,3
Luxembourg,Czech Republic,2006,2
Luxembourg,Czech Republic,2008,4
Luxembourg,Czech Republic,2010,1
Luxembourg,Czech Republic,2011,1
Luxembourg,Czech Republic,2012,2
Luxembourg,Czech Republic,2013,2
Luxembourg,Czech Republic,2014,1
Luxembourg,Czech Republic,2015,2
Luxembourg,Czech Republic,2016,2
Luxembourg,Denmark,2000,0
Luxembourg,Denmark,2001,0
Luxembourg,Denmark,2002,1
Luxembourg,Denmark,2003,5
Luxembourg,Denmark,2004,2
Luxembourg,Denmark,2005,2
Luxembourg,Denmark,2006,1
Luxembourg,Denmark,2007,3
Luxembourg,Denmark,2008,4
Luxembourg,Denmark,2009,6
Luxembourg,Denmark,2010,7
Luxembourg,Denmark,2011,1
Luxembourg,Denmark,2012,4
Luxembourg,Denmark,2013,5
Luxembourg,Denmark,2014,10
Luxembourg,Denmark,2015,9
Luxembourg,Denmark,2016,9
Luxembourg,Finland,2000,1
Luxembourg,Finland,2001,1
Luxembourg,Finland,2002,1
Luxembourg,Finland,2003,2
Luxembourg,Finland,2004,1
Luxembourg,Finland,2005,2
Luxembourg,Finland,2006,1
Luxembourg,Finland,2007,1
Luxembourg,Finland,2008,1
Luxembourg,Finland,2009,0
Luxembourg,Finland,2010,1
Luxembourg,Finland,2011,2
Luxembourg,Finland,2012,1
Luxembourg,Finland,2013,0
Luxembourg,Finland,2014,0
Luxembourg,Finland,2015,2
Luxembourg,Finland,2016,2
Luxembourg,France,2000,0
Luxembourg,France,2001,0
Luxembourg,France,2002,0
Luxembourg,France,2003,0
Luxembourg,France,2004,0
Luxembourg,France,2005,0
Luxembourg,France,2006,0
Luxembourg,France,2007,0
Luxembourg,France,2008,0
Luxembourg,France,2009,0
Luxembourg,France,2010,0
Luxembourg,France,2011,0
Luxembourg,France,2012,0
Luxembourg,France,2013,554
Luxembourg,France,2014,663
Luxembourg,France,2015,916
Luxembourg,France,2016,1195
Luxembourg,Germany,2000,719
Luxembourg,Germany,2001,743
Luxembourg,Germany,2002,967
Luxembourg,Germany,2003,1000
Luxembourg,Germany,2004,1147
Luxembourg,Germany,2005,1488
Luxembourg,Germany,2006,2002
Luxembourg,Germany,2007,2521
Luxembourg,Germany,2008,2231
Luxembourg,Germany,2009,1985
Luxembourg,Germany,2010,1903
Luxembourg,Germany,2011,1963
Luxembourg,Germany,2012,2003
Luxembourg,Germany,2013,2253
Luxembourg,Germany,2014,2390
Luxembourg,Germany,2015,2680
Luxembourg,Germany,2016,2799
Luxembourg,Hungary,2000,1
Luxembourg,Hungary,2001,0
Luxembourg,Hungary,2002,1
Luxembourg,Hungary,2003,0
Luxembourg,Hungary,2004,0
Luxembourg,Hungary,2005,3
Luxembourg,Hungary,2006,2
Luxembourg,Hungary,2007,2
Luxembourg,Hungary,2008,5
Luxembourg,Hungary,2009,4
Luxembourg,Hungary,2010,1
Luxembourg,Hungary,2011,2
Luxembourg,Hungary,2012,8
Luxembourg,Hungary,2013,3
Luxembourg,Hungary,2014,2
Luxembourg,Hungary,2015,7
Luxembourg,Hungary,2016,10
Luxembourg,Iceland,2000,2
Luxembourg,Iceland,2001,1
Luxembourg,Iceland,2002,0
Luxembourg,Iceland,2003,0
Luxembourg,Iceland,2004,0
Luxembourg,Iceland,2005,0
Luxembourg,Iceland,2006,1
Luxembourg,Iceland,2007,0
Luxembourg,Iceland,2008,1
Luxembourg,Iceland,2009,1
Luxembourg,Iceland,2010,1
Luxembourg,Iceland,2011,1
Luxembourg,Iceland,2012,0
Luxembourg,Iceland,2013,2
Luxembourg,Iceland,2014,0
Luxembourg,Iceland,2015,1
Luxembourg,Iceland,2016,1
Luxembourg,Italy,2000,15
Luxembourg,Italy,2002,17
Luxembourg,Italy,2003,28
Luxembourg,Italy,2004,65
Luxembourg,Italy,2005,16
Luxembourg,Italy,2006,33
Luxembourg,Italy,2007,16
Luxembourg,Italy,2008,27
Luxembourg,Italy,2009,18
Luxembourg,Italy,2010,18
Luxembourg,Italy,2011,16
Luxembourg,Italy,2012,17
Luxembourg,Italy,2013,18
Luxembourg,Italy,2014,12
Luxembourg,Italy,2015,15
Luxembourg,Italy,2016,8
Luxembourg,Luxembourg,2014,0
Luxembourg,Netherlands,2000,13
Luxembourg,Netherlands,2001,17
Luxembourg,Netherlands,2002,17
Luxembourg,Netherlands,2003,17
Luxembourg,Netherlands,2004,12
Luxembourg,Netherlands,2005,13
Luxembourg,Netherlands,2006,19
Luxembourg,Netherlands,2007,38
Luxembourg,Netherlands,2008,44
Luxembourg,Netherlands,2009,31
Luxembourg,Netherlands,2010,43
Luxembourg,Netherlands,2011,55
Luxembourg,Netherlands,2012,56
Luxembourg,Netherlands,2013,61
Luxembourg,Netherlands,2014,87
Luxembourg,Netherlands,2015,117
Luxembourg,Netherlands,2016,164
Luxembourg,Norway,2000,2
Luxembourg,Norway,2001,1
Luxembourg,Norway,2002,2
Luxembourg,Norway,2003,0
Luxembourg,Norway,2004,2
Luxembourg,Norway,2005,2
Luxembourg,Norway,2006,7
Luxembourg,Norway,2007,5
Luxembourg,Norway,2008,4
Luxembourg,Norway,2009,6
Luxembourg,Norway,2010,5
Luxembourg,Norway,2011,6
Luxembourg,Norway,2012,2
Luxembourg,Norway,2013,4
Luxembourg,Norway,2014,1
Luxembourg,Norway,2015,4
Luxembourg,Norway,2016,7
Luxembourg,Poland,2000,2
Luxembourg,Poland,2001,7
Luxembourg,Poland,2002,3
Luxembourg,Poland,2003,4
Luxembourg,Poland,2004,9
Luxembourg,Poland,2005,13
Luxembourg,Poland,2006,1
Luxembourg,Poland,2007,3
Luxembourg,Poland,2008,4
Luxembourg,Poland,2009,3
Luxembourg,Poland,2010,0
Luxembourg,Poland,2011,4
Luxembourg,Poland,2012,1
Luxembourg,Poland,2013,4
Luxembourg,Poland,2014,6
Luxembourg,Poland,2015,9
Luxembourg,Poland,2016,22
Luxembourg,Slovak Republic,2005,2
Luxembourg,Slovak Republic,2006,0
Luxembourg,Slovak Republic,2007,2
Luxembourg,Slovak Republic,2008,3
Luxembourg,Slovak Republic,2009,4
Luxembourg,Slovak Republic,2010,1
Luxembourg,Slovak Republic,2011,1
Luxembourg,Spain,2000,13
Luxembourg,Spain,2001,31
Luxembourg,Spain,2002,30
Luxembourg,Spain,2003,25
Luxembourg,Spain,2004,74
Luxembourg,Spain,2005,48
Luxembourg,Spain,2006,60
Luxembourg,Spain,2007,44
Luxembourg,Spain,2008,52
Luxembourg,Spain,2009,44
Luxembourg,Spain,2010,48
Luxembourg,Spain,2011,41
Luxembourg,Spain,2012,49
Luxembourg,Spain,2013,43
Luxembourg,Spain,2014,48
Luxembourg,Spain,2015,52
Luxembourg,Spain,2016,58
Luxembourg,Sweden,2000,2
Luxembourg,Sweden,2001,1
Luxembourg,Sweden,2002,2
Luxembourg,Sweden,2003,3
Luxembourg,Sweden,2004,6
Luxembourg,Sweden,2005,5
Luxembourg,Sweden,2006,8
Luxembourg,Sweden,2007,2
Luxembourg,Sweden,2008,6
Luxembourg,Sweden,2009,9
Luxembourg,Sweden,2010,4
Luxembourg,Sweden,2011,10
Luxembourg,Sweden,2012,9
Luxembourg,Sweden,2013,5
Luxembourg,Sweden,2014,4
Luxembourg,Sweden,2015,3
Luxembourg,Sweden,2016,6
Luxembourg,Switzerland,2000,101
Luxembourg,Switzerland,2001,111
Luxembourg,Switzerland,2002,128
Luxembourg,Switzerland,2003,106
Luxembourg,Switzerland,2004,99
Luxembourg,Switzerland,2005,101
Luxembourg,Switzerland,2006,111
Luxembourg,Switzerland,2007,131
Luxembourg,Switzerland,2008,186
Luxembourg,Switzerland,2009,147
Luxembourg,Switzerland,2010,209
Luxembourg,Switzerland,2011,188
Luxembourg,Switzerland,2012,169
Luxembourg,Switzerland,2013,182
Luxembourg,Switzerland,2014,170
Luxembourg,Switzerland,2015,179
Luxembourg,Switzerland,2016,177
Luxembourg,United Kingdom,2013,1000
Luxembourg,United Kingdom,2014,1000
Luxembourg,Estonia,2004,0
Luxembourg,Estonia,2005,2
Luxembourg,Estonia,2006,0
Luxembourg,Estonia,2007,0
Luxembourg,Estonia,2008,0
Luxembourg,Estonia,2009,1
Luxembourg,Estonia,2010,0
Luxembourg,Estonia,2011,0
Luxembourg,Estonia,2012,0
Luxembourg,Estonia,2013,0
Luxembourg,Estonia,2014,0
Luxembourg,Estonia,2015,1
Luxembourg,Estonia,2016,0
Luxembourg,Slovenia,2008,4
Luxembourg,Slovenia,2009,1
Luxembourg,Slovenia,2014,1
Luxembourg,Slovenia,2015,2
Netherlands,Austria,2000,610
Netherlands,Austria,2001,622
Netherlands,Austria,2002,598
Netherlands,Austria,2003,642
Netherlands,Austria,2004,712
Netherlands,Austria,2005,896
Netherlands,Austria,2006,845
Netherlands,Austria,2007,949
Netherlands,Austria,2008,850
Netherlands,Austria,2009,745
Netherlands,Austria,2010,860
Netherlands,Austria,2011,853
Netherlands,Austria,2012,868
Netherlands,Austria,2013,925
Netherlands,Austria,2014,894
Netherlands,Austria,2015,975
Netherlands,Austria,2016,1033
Netherlands,Belgium,2000,7178
Netherlands,Belgium,2001,8167
Netherlands,Belgium,2002,8404
Netherlands,Belgium,2003,8547
Netherlands,Belgium,2004,8789
Netherlands,Belgium,2005,10109
Netherlands,Belgium,2006,11488
Netherlands,Belgium,2007,11370
Netherlands,Belgium,2008,11702
Netherlands,Belgium,2009,8774
Netherlands,Belgium,2010,9322
Netherlands,Belgium,2011,9510
Netherlands,Belgium,2012,9079
Netherlands,Belgium,2013,8967
Netherlands,Belgium,2014,8066
Netherlands,Belgium,2015,8125
Netherlands,Belgium,2016,7541
Netherlands,Czech Republic,2003,237
Netherlands,Czech Republic,2004,251
Netherlands,Czech Republic,2005,295
Netherlands,Czech Republic,2006,185
Netherlands,Czech Republic,2007,319
Netherlands,Czech Republic,2008,390
Netherlands,Czech Republic,2009,183
Netherlands,Czech Republic,2010,153
Netherlands,Czech Republic,2011,128
Netherlands,Czech Republic,2012,110
Netherlands,Czech Republic,2013,137
Netherlands,Czech Republic,2014,126
Netherlands,Czech Republic,2015,116
Netherlands,Czech Republic,2016,137
Netherlands,Denmark,2000,457
Netherlands,Denmark,2001,373
Netherlands,Denmark,2002,333
Netherlands,Denmark,2003,300
Netherlands,Denmark,2004,349
Netherlands,Denmark,2005,324
Netherlands,Denmark,2006,457
Netherlands,Denmark,2007,448
Netherlands,Denmark,2008,398
Netherlands,Denmark,2009,347
Netherlands,Denmark,2010,391
Netherlands,Denmark,2011,441
Netherlands,Denmark,2012,415
Netherlands,Denmark,2013,463
Netherlands,Denmark,2014,523
Netherlands,Denmark,2015,663
Netherlands,Denmark,2016,663
Netherlands,Finland,2000,80
Netherlands,Finland,2001,75
Netherlands,Finland,2002,73
Netherlands,Finland,2003,80
Netherlands,Finland,2004,103
Netherlands,Finland,2005,118
Netherlands,Finland,2006,97
Netherlands,Finland,2007,121
Netherlands,Finland,2008,124
Netherlands,Finland,2009,73
Netherlands,Finland,2010,83
Netherlands,Finland,2011,80
Netherlands,Finland,2012,91
Netherlands,Finland,2013,74
Netherlands,Finland,2014,112
Netherlands,Finland,2015,109
Netherlands,Finland,2016,104
Netherlands,France,2000,0
Netherlands,France,2001,0
Netherlands,France,2002,0
Netherlands,France,2003,0
Netherlands,France,2004,0
Netherlands,France,2005,0
Netherlands,France,2006,0
Netherlands,France,2007,0
Netherlands,France,2008,0
Netherlands,France,2009,0
Netherlands,France,2010,0
Netherlands,France,2011,0
Netherlands,France,2012,0
Netherlands,France,2013,2678
Netherlands,France,2014,2063
Netherlands,France,2015,2142
Netherlands,France,2016,1858
Netherlands,Germany,2000,6955
Netherlands,Germany,2001,8446
Netherlands,Germany,2002,9945
Netherlands,Germany,2003,9132
Netherlands,Germany,2004,9140
Netherlands,Germany,2005,10088
Netherlands,Germany,2006,10970
Netherlands,Germany,2007,11095
Netherlands,Germany,2008,11203
Netherlands,Germany,2009,9441
Netherlands,Germany,2010,9143
Netherlands,Germany,2011,9287
Netherlands,Germany,2012,9164
Netherlands,Germany,2013,10037
Netherlands,Germany,2014,10197
Netherlands,Germany,2015,10512
Netherlands,Germany,2016,10237
Netherlands,Hungary,2000,88
Netherlands,Hungary,2001,102
Netherlands,Hungary,2002,69
Netherlands,Hungary,2003,75
Netherlands,Hungary,2004,15
Netherlands,Hungary,2005,425
Netherlands,Hungary,2006,42
Netherlands,Hungary,2007,49
Netherlands,Hungary,2008,320
Netherlands,Hungary,2009,382
Netherlands,Hungary,2010,328
Netherlands,Hungary,2011,320
Netherlands,Hungary,2012,313
Netherlands,Hungary,2013,316
Netherlands,Hungary,2014,361
Netherlands,Hungary,2015,363
Netherlands,Hungary,2016,328
Netherlands,Iceland,2000,28
Netherlands,Iceland,2001,25
Netherlands,Iceland,2002,24
Netherlands,Iceland,2003,8
Netherlands,Iceland,2004,23
Netherlands,Iceland,2005,22
Netherlands,Iceland,2006,28
Netherlands,Iceland,2007,36
Netherlands,Iceland,2008,37
Netherlands,Iceland,2009,43
Netherlands,Iceland,2010,30
Netherlands,Iceland,2011,27
Netherlands,Iceland,2012,13
Netherlands,Iceland,2013,19
Netherlands,Iceland,2014,36
Netherlands,Iceland,2015,31
Netherlands,Iceland,2016,46
Netherlands,Italy,2000,498
Netherlands,Italy,2002,488
Netherlands,Italy,2003,568
Netherlands,Italy,2004,624
Netherlands,Italy,2005,590
Netherlands,Italy,2006,698
Netherlands,Italy,2007,810
Netherlands,Italy,2008,706
Netherlands,Italy,2009,530
Netherlands,Italy,2010,491
Netherlands,Italy,2011,437
Netherlands,Italy,2012,415
Netherlands,Italy,2013,441
Netherlands,Italy,2014,388
Netherlands,Italy,2015,455
Netherlands,Italy,2016,476
Netherlands,Luxembourg,2000,225
Netherlands,Luxembourg,2001,201
